Series Name,Series Code,Country Name,Country Code,1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,Saudi Arabia,SAU,1.60792999448137,1.56381805352777,1.53141351442542,1.46240252163561,1.40907566082673,1.37360967938431,1.34014427932626,1.31059085374551,1.26808335727547,1.22432747288883,1.19034869773818,1.12810273485493,1.09155608424297,1.06249152167648,1.02378196651672,0.981724502664551,0.940386071906168,0.890864852252157,0.851024570219082,0.818184668796372,0.938466047571057,1.99122153513318,3.07168743457976,4.3294429161168,4.6501865131917,4.95884548817036
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,Argentina,ARG,4.57262248170777,4.49473118253767,4.791272164613,4.42031213825393,3.77541933487856,3.77359735836027,4.01407112108137,3.97158841544441,4.09499303214072,4.46498032629879,4.58114627497739,4.45278625900156,4.50820980219685,4.47857276543836,3.96519993023065,3.86164814187228,3.47549903745134,3.59402545394418,3.69769111012869,3.83405505181926,3.91126879320381,3.7921740189121,2.93303138044637,3.56995301635816,3.43055589207951,3.31014563835596
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,Brazil,BRA,4.36544179689699,4.39016158323729,4.41632121316017,4.38445984076368,4.40957875242048,4.34383604342005,4.24481670236544,4.38977999834114,4.61272621466579,3.87530499436488,4.63336900404848,4.42814122324843,3.92760378643332,3.47642925591269,3.93219173317858,4.0390600159834,4.02804742406945,4.27165647190471,4.24823057041374,4.60318136652715,4.71391581278155,4.61478940939648,4.56668272845331,4.13743486585564,4.32301837024798,4.21996045678902
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,South Africa,ZAF,5.54580130980991,5.60680460610262,5.66780344208079,5.83299781941178,5.83945878180455,5.90350224539912,5.95984163174173,5.91680753764654,6.46386625262657,5.5765867719128,5.69358143114138,5.43522553824716,5.54343842164964,5.54832455738807,5.32791009879276,5.33569521259876,5.3028587138645,5.15949573990143,5.53025711029174,5.5475623579857,5.24810065261055,5.67048667626574,6.03992935890419,5.93061955564397,5.67838312899969,5.40471752902087
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,Spain,ESP,6.22225915593943,5.99063757344546,5.71873588447913,5.79925452460158,5.56231993848318,5.38657284156973,5.46498180913272,5.45109531068063,5.48333549256745,5.49143637895858,5.60309051735329,5.32599086749867,5.26816234807562,5.12883463488481,5.27953445176742,5.34210266667863,5.44621075967629,5.28287320691774,5.09464267844883,5.10843290836956,4.99136787602674,4.93635324806079,4.95622343414315,4.85827628718862,5.02390356285678,4.81578327465304
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,Mexico,MEX,4.4325444644363,4.14061698513962,4.33646987768848,4.50371363869194,4.45828130941483,4.25797043964815,4.26351588351722,4.72988060465742,4.93677992341592,5.0558316306769,4.72567626649278,4.44918857472213,4.5163054708905,4.81861670811607,4.56938006708591,4.47739751986343,4.20679571124482,4.34989827452246,4.42109680201204,4.56035624194391,4.80619672515648,4.79343215201933,4.75364515660066,4.99338148228779,5.13701865058227,5.24373098536831
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,Uruguay,URY,4.46426920382823,3.92301677938786,3.7072572733671,3.93725982445211,3.70277171239022,3.42083816594469,3.52592094259095,3.94159796278325,4.74612942241556,4.80950271914745,4.88336914470706,4.83718621194207,4.83941701160298,5.17648231749681,4.70291698403957,4.85664700541616,4.42450276170024,4.17512064349885,4.11893815995522,4.0616439954563,3.74574224844829,3.70439520661472,3.35591692873799,3.3306713408437,3.60273729904886,3.6548364251898
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,Paraguay,PRY,5.97511761652209,5.44929602959589,5.74935666857395,6.05114075506971,3.87100736798917,4.40452886844806,4.3709505808104,4.87722457604462,4.71747499297673,5.43842931853914,5.33499303493902,5.80496336230044,5.25841212844526,5.14141145971608,5.67914185103932,6.34351124018875,6.45716949587769,4.98345112299665,5.1059313719753,5.56481771410525,5.37561419764097,6.0269051097234,4.79827613714427,4.58540441408967,4.87385752658419,5.09020953729425
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,Latin America & Caribbean,LCN,4.46109003388342,4.42263189505229,4.44154120013887,4.51510024626855,4.47264895096783,4.40645273894321,4.44777494984378,4.59307791864746,4.61082960511751,4.4058743670683,4.60890197008839,4.45535310161831,4.33028294685693,4.16378318987245,4.27093850514816,4.23927266138161,4.13339430459925,4.1231625590447,4.15806682094153,4.31422133215256,4.36625552801939,4.25586544840553,3.99908387094642,3.97581852864674,4.0653105379247,4.041781628018
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,World,WLD,3.42170225202809,3.466176387423,3.457821782696,3.51805395819119,3.53163490102623,3.5459104048623,3.59371859094491,3.59564301733229,3.63008634361551,3.64811261219144,3.67034654459277,3.67273520812665,3.63553193219918,3.64641094288285,3.6761949043457,3.65842599488385,3.6599876451846,3.67852882633462,3.6862224895644,3.72417661084297,3.78044707846498,3.75445817323721,3.72824688677741,3.68003718203554,3.7990639205426,3.87629630211958
Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,Argentina,ARG,35.07048,36.34503,35.69129,37.91883,35.4339,38.0148,36.69546,34.19573,35.04241,35.47537,35.11319,32.80265,33.05494,31.96866,31.79885,30.03234,30.06039,30.04134,30.07402,29.59458,..,..,..,..,..,..
Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,Brazil,BRA,32.89734,33.97305,30.88178,30.00274,28.20427,..,32.93215,34.01563,32.02467,32.19858,31.91941,32.37881,31.32595,29.28556,28.57004,28.07656,26.81877,25.61507,..,..,..,..,..,..,..,..
Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,South Africa,ZAF,..,44.99376,45.93262,44.25636,44.14791,41.69572,40.44617,42.94778,45.1061,42.29146,40.73365,41.09463,42.46292,40.49419,39.91602,..,38.79543,..,..,38.88623,38.74843,..,..,..,..,..
Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,Spain,ESP,25.8226,26.52511,25.82618,26.08963,25.81827,25.71691,25.98275,25.77435,25.70718,25.41683,25.38798,25.30394,25.54465,25.54465,25.94887,26.1203,26.32772,26.64219,26.93569,..,..,..,..,..,..,..
Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,Mexico,MEX,35.39793,40.35094,40.35094,39.57124,39.16489,39.28331,40.00292,39.0791,38.82099,38.24865,37.20858,36.21646,35.98383,35.50244,34.66095,37.75482,32.75753,32.46972,32.45208,..,..,..,..,..,..,..
Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,Uruguay,URY,..,..,32.55352,37.15629,32.96867,31.09611,32.46508,33.78484,33.33268,..,..,..,..,27.87636,..,..,..,..,23.55671,23.12419,..,..,..,..,..,..
Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,Paraguay,PRY,..,..,46.40348,47.26645,46.87771,46.44362,46.62214,..,..,39.21369,..,..,38.50655,30.24235,38.25415,..,..,..,36.43652,..,..,..,..,..,..,..
Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,Latin America & Caribbean,LCN,..,..,41.105465,39.27035,39.16489,..,36.95811,..,..,37.57028,..,..,36.150255,32.75136,..,36.28717,34.17878,..,..,..,..,..,..,..,..,..
Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..,33.195565,32.696535,34.18959,31.590435,..,..,..,..,..,..,..,..,..,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Saudi Arabia,SAU,..,..,..,0.0821529,0.194194,0.244757,0.349272,0.329759,1.0167,2.78571,4.50062,5.93665,6.80363,7.47523,9.38626,..,..,21.1362,20.8268,21.6139,22.4661,22.3214,25.4597,33.7974,41.823,43.5732
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Argentina,ARG,..,..,..,0.249835,0.389173,0.67366,1.3986,2.36307,3.99704,6.49728,7.70515,8.59391,9.75627,10.956,12.2115,14.6798,15.153,15.7689,16.5185,17.7082,18.9759,19.5519,21.1798,23.15,24.6832,25.3581
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Brazil,BRA,0.000584659,0.004034901,0.0574652,0.187747,0.409516,0.534956,1.72846,1.75095,2.55394,4.03572,5.26189,6.10683,7.27968,9.13182,9.71151,10.7622,11.9791,12.6354,13.2177,14.1218,15.1538,15.8622,17.4181,19.8363,21.527,22.9115
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,South Africa,ZAF,..,..,..,..,0.00555817,0.0418822,0.12247,0.333986,0.670247,0.748091,0.833421,0.929855,1.41945,1.71148,2.05866,2.954,3.06919,2.48459,2.00974,1.94879,1.88868,2.09834,2.15159,2.75541,3.12297,3.40566
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Spain,ESP,..,..,0.186149,1.13127,2.98761,4.99201,7.86734,11.4543,15.0778,17.6986,19.7598,21.0155,22.7418,23.7623,24.5107,26.1459,27.8359,29.0099,30.1986,31.2965,32.2277,32.922,33.9528,34.9302,35.7846,38.0836
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Mexico,MEX,..,..,0.015209,0.0499505,0.227956,0.415981,1.01278,1.81677,2.81575,4.14107,6.82463,8.60821,9.31394,10.0362,11.1946,10.7719,10.88,12.1892,13.0256,13.7767,14.7374,15.3885,17.7521,19.2797,20.4128,20.5322
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Uruguay,URY,..,..,..,..,..,..,0.822381,1.47725,3.24006,5.0079,7.40515,9.5914,11.5576,14.214,17.4093,22.033,25.0351,26.7497,27.2743,28.1333,28.7931,29.8013,31.2948,32.5451,33.4866,32.4022
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Paraguay,PRY,..,..,0.00294068,0.00578292,0.0095033,0.00938714,0.0566054,0.102788,0.108989,0.154693,0.228019,1.3654,1.55966,2.0655,2.30883,2.61726,3.04993,3.49296,3.94711,4.57926,4.98959,6.32667,8.51592,10.8119,10.9168,12.8221
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Latin America & Caribbean,LCN,..,..,0.0354192642601538,0.143381190220996,0.320275697380234,0.49636348672951,1.21018530268062,1.58663061469678,2.42976319750778,3.62188775754555,4.97758158138963,5.96751937430196,6.76186277117971,8.10448516865759,8.59639155092021,9.30419678648964,10.0141096131576,10.8,11.5,12.2,13,13.5,15,16.6,17.7,18.4
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,World,WLD,..,..,..,0.841051873013308,1.34571766002351,1.9793904549917,2.95254303361478,3.65875637316775,4.65116603871053,5.364068119445,6.24846313798207,7.07302744097117,7.8168600123271,8.9502037236136,9.31151301464681,9.72484553698724,10.137671957026,11.4507621761669,12.3528204085274,13.6637254451729,14.4632379531705,14.7658025041208,15.7944597861176,16.9059329087657,18.4280795371296,..
Fixed broadband subscriptions,IT.NET.BBND,Saudi Arabia,SAU,..,..,..,14000,34800,46000,68700,67800,218000,623000,1050000,1440000,1710000,1950000,2540000,..,..,6340000,6400000,6650000,6820000,6800000,7890000,10600000,13500000,14500000
Fixed broadband subscriptions,IT.NET.BBND,Argentina,ARG,..,..,..,94000,148000,259000,543000,927000,1580000,2600000,3110000,3510000,4030000,4570000,5150000,6250000,6520000,6860000,7250000,7840000,8470000,8790000,9570000,10500000,11200000,11500000
Fixed broadband subscriptions,IT.NET.BBND,Brazil,BRA,1000,7000,100000,331000,731000,966000,3160000,3230000,4770000,7610000,10000000,11700000,14100000,17800000,19100000,21400000,24000000,25500000,26900000,28900000,31200000,32900000,36300000,41600000,45300000,48400000
Fixed broadband subscriptions,IT.NET.BBND,South Africa,ZAF,..,..,..,..,2670,20300,60000,165000,335000,378000,426000,481000,743000,907000,1110000,1620000,1710000,1410000,1150000,1120000,1110000,1250000,1300000,1690000,1950000,2150000
Fixed broadband subscriptions,IT.NET.BBND,Spain,ESP,..,..,76400,467000,1250000,2120000,3400000,5040000,6740000,8060000,9140000,9800000,10700000,11200000,11500000,12300000,13000000,13500000,14100000,14700000,15200000,15600000,16200000,16700000,17100000,18200000
Fixed broadband subscriptions,IT.NET.BBND,Mexico,MEX,..,..,15000,50000,231000,428000,1060000,1920000,3020000,4500000,7530000,9640000,10600000,11600000,13100000,12700000,13000000,14800000,15900000,17000000,18400000,19400000,22500000,24600000,26300000,26600000
Fixed broadband subscriptions,IT.NET.BBND,Uruguay,URY,..,..,..,..,..,..,27000,48500,107000,165000,245000,317000,384000,473000,581000,737000,840000,901000,922000,953000,977000,1010000,1060000,1110000,1140000,1100000
Fixed broadband subscriptions,IT.NET.BBND,Paraguay,PRY,..,..,150,300,500,500,3050,5600,6000,8600,12800,77400,89500,120000,136000,157000,185000,215000,247000,290000,321000,412000,562000,723000,738000,878000
Fixed broadband subscriptions,IT.NET.BBND,Latin America & Caribbean,LCN,..,..,138033,615622,1527181,2475357,6154798,8388283,12978925,20011773,27808515,33700979,39176294,46277176,51786998,56674718,61640205,67100000,71500000,76700000,82700000,86800000,97100000,107800000,115800000,120800000
Fixed broadband subscriptions,IT.NET.BBND,World,WLD,..,..,..,37087722,66043023,103670752.33,158047751,219600000,284000000,346100000,411000000,468100000,526300000,598000000,648900000,692400000,730800000,841300000,918100000,1027000000,1071100000,1140800000,1228800000,1328200000,1418700000,1495600000
Fixed telephone subscriptions,IT.MLT.MAIN,Saudi Arabia,SAU,2167037,2706182,2964730,3232930,3417000,3502630,3695130,3844000,3951000,3996000,4100000,4171000,4165750,4633160,4801820,4939720,..,3746910,4238770,4659840,5387410,5377980,5749060,6594630,6773270,6788090
Fixed telephone subscriptions,IT.MLT.MAIN,Argentina,ARG,7095464,7223168,7894210,8131440,7708570,8603870,8760570,9441670,9459790,9500000,9742830,9768140,9914210,9722530,9455640,9662080,9822470,10073100,10164800,9744370,9764010,7757240,7356170,7626360,7040870,7034210
Fixed telephone subscriptions,IT.MLT.MAIN,Brazil,BRA,19986556,24985000,30926300,37430800,38810700,39205000,39578900,39852600,38800200,39399600,41235200,41497000,42141400,43025800,44305300,45038100,44128200,43677100,42003900,40375700,38311900,33712900,30653800,28887400,27263000,25574000
Fixed telephone subscriptions,IT.MLT.MAIN,South Africa,ZAF,5075417,5492838,4961740,4924460,4917000,4910000,4903000,4896000,4889000,4882000,4875000,4868000,4861000,4854000,4847000,3875580,3647770,4131060,4522850,4810070,3345440,2024730,2098800,1472190,1309590,1353130
Fixed telephone subscriptions,IT.MLT.MAIN,Spain,ESP,16288605,16480426,17104000,17531000,17640700,17759200,17934500,19460800,19865000,20192500,20576100,20244300,20181400,19889000,19574600,19384200,19236500,19373700,19487700,19587200,19762700,19639800,19455700,19060600,18686000,18431400
Fixed telephone subscriptions,IT.MLT.MAIN,Mexico,MEX,9926879,10927385,12331700,13774100,14975100,16330100,18073200,19512000,19861300,19997900,20491400,19505600,19918600,19996800,20587800,18593500,18559700,20170900,20820100,20752700,21647100,22678200,24500500,24991300,26516300,25636700
Fixed telephone subscriptions,IT.MLT.MAIN,Uruguay,URY,823501,896849,929141,950866,946533,938186,996701,1006000,986867,965216,959286,953655,962187,964859,1010950,1048450,1082900,1106430,1113570,1136980,1153530,1165370,1203470,1236980,1258560,1204880
Fixed telephone subscriptions,IT.MLT.MAIN,Paraguay,PRY,260736,268080,282909,288818,273218,280790,303425,320294,331061,394416,370381,387318,362934,368846,410988,437643,371902,344853,350455,294280,302754,272656,249231,203971,168517,205511
Fixed telephone subscriptions,IT.MLT.MAIN,Latin America & Caribbean,LCN,59446364,66858482,76266472,85279015,88420982,91757479,95295053,98845706,99621342,102281212,106627389,106535635,106763737,107942565,110152512,109410942,108529867,109900000,109600000,105400000,103200000,95800000,94100000,91100000,88400000,85000000
Fixed telephone subscriptions,IT.MLT.MAIN,World,WLD,838347056,904516372,975057850,1034495800,1083357524,1135703975,1203418833.5,1243200000,1260900000,1253700000,1249400000,1253500000,1229000000,1201600000,1179300000,1142300000,1095000000,1046000000,1008300000,984300000,954900000,925400000,903100000,892400000,877700000,860600000
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Saudi Arabia,SAU,14.5,17.5,18.3,19,19.1,18.6,18.8,18.7,18.4,17.9,17.6,17.2,16.6,17.7,17.7,17.6,..,12.5,13.8,15.1,17.7,17.6,18.6,21.1,21.1,20.4
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Argentina,ARG,19.5,19.6,21.2,21.6,20.3,22.4,22.6,24.1,23.9,23.7,24.1,23.9,24,23.3,22.4,22.7,22.8,23.2,23.2,22,21.9,17.2,16.3,16.8,15.5,15.4
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Brazil,BRA,11.8,14.6,17.8,21.2,21.7,21.7,21.7,21.6,20.8,20.9,21.7,21.6,21.8,22,22.5,22.7,22.1,21.7,20.7,19.7,18.6,16.3,14.7,13.8,13,12.1
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,South Africa,ZAF,11,11.8,10.5,10.4,10.2,10.1,10,9.89,9.78,9.66,9.54,9.41,9.29,9.16,9.01,7.09,6.56,7.28,7.9,8.35,5.71,3.4,3.47,2.39,2.1,2.14
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Spain,ESP,40.1,40.4,41.7,42.5,42.2,41.8,41.5,44.3,44.4,44.4,44.5,43.4,43.1,42.3,41.6,41.4,41.2,41.5,41.7,41.8,42,41.4,40.8,39.9,39.1,38.5
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Mexico,MEX,10.4,11.3,12.5,13.8,14.7,15.9,17.3,18.4,18.5,18.4,18.6,17.4,17.5,17.4,17.6,15.7,15.5,16.7,17,16.8,17.4,18,19.3,19.6,20.6,19.8
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Uruguay,URY,25.4,27.6,28.4,29,28.9,28.6,30.4,30.6,30,29.3,29.1,28.8,29,29,30.3,31.3,32.3,32.9,33,33.6,34,34.3,35.4,36.4,37.1,35.6
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Paraguay,PRY,5.32,5.36,5.55,5.57,5.19,5.27,5.63,5.88,6.01,7.09,6.6,6.83,6.33,6.34,6.97,7.32,6.13,5.6,5.61,4.64,4.71,4.19,3.77,3.05,2.49,3
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Latin America & Caribbean,LCN,11.7495463023815,13.0156789232238,14.6314760948855,16.1315098759148,16.4997446724293,16.9002776461611,17.3308784816412,17.7555816452148,17.6822063302195,17.9450270495772,18.4986673934998,18.2757721866824,18.1138678436242,18.1174080038963,18.2807129158038,17.960826833081,17.6308339005705,17.8,17.5,16.7,16.2,14.9,14.6,14,13.5,12.9
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,World,WLD,14.0493624282676,14.9570311828644,15.9108290712127,16.6591080824512,17.2203942396945,17.8286334578858,18.6944667300187,19.1,19.2,18.8,18.5,18.4,17.8,17.2,16.7,16,15.1,14.1,13.4,13,12.4,11.9,11.5,11.3,11,10.7
GDP per capita (current US$),NY.GDP.PCAP.CD,Saudi Arabia,SAU,9836.05729768574,10452.1899400479,11714.5623675159,10805.311325122,10586.0543471363,11487.220410693,13154.4978989446,15975.7473782258,17563.6145370639,18596.1502627898,22320.4888964331,17718.3911648365,22028.3790215788,26966.2941648251,28348.5730107499,27290.1978052614,27079.6733871148,22453.571552265,21515.6600083775,23081.2045336558,28036.0264674095,27892.8421521179,23271.4037647084,28396.0864182336,34454.1957708412,32093.9622984711
GDP per capita (current US$),NY.GDP.PCAP.CD,Argentina,ARG,8218.99212764682,7705.54288252851,7637.01489203628,7141.47507662826,2569.69963519124,3320.47775133903,4242.02099089422,5067.65342293276,5869.38028970204,7185.25155147027,8944.1102657357,8150.23527028221,10260.1313108254,12704.2831819684,12949.717486654,12963.675773326,12233.1444119186,13679.6264980954,12699.9623137756,14532.5009308511,11752.7998922979,9955.97478680428,8535.59938004389,10738.0179223384,13935.6811110049,14187.4827252965
GDP per capita (current US$),NY.GDP.PCAP.CD,Brazil,BRA,5105.89099544117,3493.57162513699,3766.54811466032,3176.28935747524,2855.94018885769,3090.6070097455,3663.823188064,4827.78173052472,5934.1447107274,7409.69130727951,8908.33176567294,8678.65922498836,11403.2821284616,13396.6243566047,12521.7213530369,12458.891214816,12274.9939689363,8936.19661756825,8836.28652636996,10080.5092817775,9300.66164936497,9029.83326742175,7074.19378281866,7972.53665048385,9281.33334441234,10294.866680778
GDP per capita (current US$),NY.GDP.PCAP.CD,South Africa,ZAF,3309.60933087472,3242.36830483958,3217.84693448467,2847.15191945908,2688.23676032806,4062.21755993786,5221.46333731721,5836.87663325127,6077.38293388876,6591.85535960564,6184.75474328399,6374.70560042992,7973.47195771517,8646.05571071635,8076.97678479741,7331.65467384919,6856.73137092522,6112.27382485974,5651.20585165749,6618.33508255701,6914.1780318076,6533.71121032856,5580.60383075189,6843.39941886204,6523.41097815853,6022.5425418935
GDP per capita (current US$),NY.GDP.PCAP.CD,Spain,ESP,15382.3348573373,15707.9473068138,14743.2671031455,15368.2337984435,17111.0685058941,21522.0170990262,24925.0267844576,26450.9530130382,28421.686527407,32652.015594702,35603.248328071,32279.8208476151,30658.7422282912,31824.6219134777,28456.4438151477,29218.9105170888,29694.8874886229,25969.8383138327,26740.6851818829,28367.9392609439,30592.1264795541,29776.2011500384,27230.3599933583,30817.6828559001,30287.3657583614,33509.0127982139
GDP per capita (current US$),NY.GDP.PCAP.CD,Mexico,MEX,5832.69342004468,6499.97182950425,7524.02713693678,7952.7647961764,7983.03398483743,7434.0746485155,7849.66759649565,8671.75891885163,9512.63575346699,10134.3327138119,10523.7685403244,8423.56933214711,9728.80078377082,10664.4944032313,10744.1335242686,11216.8008505428,11391.3773497683,10021.2386118827,9097.92397674769,9649.27816772402,10084.7937562021,10369.5553568761,8841.27075003163,10314.0506741437,11385.4070757929,13790.0243428344
GDP per capita (current US$),NY.GDP.PCAP.CD,Uruguay,URY,7836.89183322307,7370.56995453931,6987.70098766257,6382.76104740859,4149.76140312687,3671.12329256883,4168.66065438387,5284.25677987129,6001.33294783172,7222.05403645877,9423.96562595893,9881.39573127081,12641.0576849008,15132.2675725587,16259.5940814256,18335.2594772322,18322.4276767157,17125.9016800298,17009.7586944503,19184.6626659717,19249.9401532664,18315.7352857194,15789.6857422214,17888.211510172,20691.9738991763,22797.8111731861
GDP per capita (current US$),NY.GDP.PCAP.CD,Paraguay,PRY,1889.88455618586,1766.30657288259,1736.11729210765,1637.68615122932,1367.76506935997,1443.99885236205,1786.21533938543,1970.87169852378,2439.43124694576,3211.93621659546,4384.9546943793,3941.84815479271,4750.96273669322,5805.40154543044,5642.1699167298,6435.68342733182,6652.25478942291,5879.33792308671,5775.1596339946,6152.26711537703,6258.44991640954,5821.18199548637,5365.47220721191,5976.9317978996,6205.62595379319,6276.35113919957
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean,LCN,4618.67036224564,4110.88389485499,4472.56198128317,4326.54800510521,3839.09899910136,3862.06311727292,4385.8228776811,5229.8239926535,6047.65689952018,7035.72399848062,8077.94075948397,7495.04042902379,9183.19767723313,10333.742702415,10344.625186318,10491.0812576738,10583.1936198566,8759.80639725635,8461.78546877733,9311.41109369302,9034.70781075096,8830.90045629058,7444.66073393848,8596.3558852242,9714.93628741263,10796.8623721014
GDP per capita (current US$),NY.GDP.PCAP.CD,World,WLD,5289.03310845349,5387.44827484487,5494.39887178019,5387.58499837168,5521.93203415049,6112.91840109124,6800.19029919363,7271.02662558709,7780.40962387223,8657.73037849516,9392.54229350509,8793.14115727516,9514.76030195493,10454.2378687621,10550.1381274389,10718.5230812784,10881.3308259096,10142.1434788123,10188.260064838,10731.6554708352,11288.8842617304,11334.8430932207,10916.687666264,12352.73608496,12737.3150340299,13169.5982250473
GDP (current US$),NY.GDP.MKTP.CD,Saudi Arabia,SAU,146775466666.667,161717066666.667,189514933333.333,184137600000,189605866666.667,215807733333.333,258742133333.333,328459608764.111,376900133511.348,415964509673.115,519796800000,429097866666.667,528207200000,676634666666.667,741849866666.667,753864533333.333,766605866666.667,669484266666.667,666000000000,714994666666.667,846583733333.333,838564800000,734271200000,874156000000,1108571466666.67,1067582933333.33
GDP (current US$),NY.GDP.MKTP.CD,Argentina,ARG,298948250000,283523000000,284203750000,268696750000,97724004251.8602,127586973492.177,164657930452.787,198737095012.282,232557260817.308,287530508430.568,361558037110.419,332976484577.619,423627422092.49,530158122010.442,545982375701.128,552025140252.246,526319673731.638,594749285413.212,557532320662.955,643628393281.364,524819892360.176,447754683615.225,385740508436.965,486564085480.036,632790070063.124,646075277525.125
GDP (current US$),NY.GDP.MKTP.CD,Brazil,BRA,863710759256.435,599642024319.531,655448231983.527,559983634798.981,509795273806.715,558233745651.874,669289424806.307,891633839853.105,1107626541710.74,1397114486471.38,1695855083552.05,1666996438681.46,2208837745214.23,2616156223977.47,2465227803011.57,2472819535742.73,2456043727198.85,1802212206904.68,1795693482652.52,2063514977334.32,1916933898038.36,1873288205186.45,1476107231194.11,1670647399034.67,1951923942083.32,2173665655937.27
GDP (current US$),NY.GDP.MKTP.CD,South Africa,ZAF,152982984557.233,151516957078.536,151752757215.309,135429905922.526,129087556612.449,197018965308.697,255806908594.573,288867217196.534,303858675363.643,333077117253.684,316131258616.309,329754060647.129,417363822801.713,458199494830.834,434400545085.811,400886013595.573,381198869776.106,346709790458.563,323585509674.481,381448814653.456,405260723892.517,389330032224.269,337974655408.055,420886877628.703,406920004594.074,380699271814.508
GDP (current US$),NY.GDP.MKTP.CD,Spain,ESP,618731484575.12,634394904386.874,598102854756.08,627798682378.741,708938227243.923,907963217057.645,1069829382514.67,1154667551775.88,1261846683275.29,1476746276854.51,1636115447612.5,1496587590847.66,1427989078916.67,1487568659241.25,1330994811670.31,1362186923157.65,1380244561361.96,1206164777553.12,1243015667917.12,1321754088818.83,1431642809327.06,1403496387686.27,1289783836971.21,1461244901852.69,1446498147749.03,1620090734956.89
GDP (current US$),NY.GDP.MKTP.CD,Mexico,MEX,557461102630.658,631249359702.389,742061329643.37,796064590656.176,810666116505.478,765549967703.273,819459227375.022,917571853529.104,1020265057882.01,1102355554971.95,1161553459715.1,943437415024.633,1105424238731.09,1229013703416.76,1255110424817.79,1327436290282.67,1364507717614.13,1213294467716.88,1112233497452.7,1190721475906,1256300182879.73,1304106203694.81,1121064767261.88,1316569466932.59,1464312692331.58,1789114434843.46
